date,acquirer,target,value,sector,subsector,importance,source,url,title,status
2026-07-07,EXL,iMerit,$310 million,Technology,IT services,3,LawBeat,https://news.google.com/rss/articles/CBMitgFBVV95cUxQeDhaSzJQMkpWNTNoQlJTLUdIVlg1RnB4R1p1d0E1ZENZMk1BNlgydFdQTjQydFJmNDA3NlotNWVjVXlUMEwtZlhTdWltM2ZXMEl6WV9lOVFUMC1aUFgyV3hWLVhxVk5SblR0eXlfSXF5MnFudTlZTXoxdnNwTjE3bm5rSV8xRklJRDJseE56VUhBYk5JbWM3VGZNcHEzckhxekE0eHNGT0dXa3JiaFlCZGNUMkJ6UdIBuwFBVV95cUxQeGNEYi1QX3VZdDRWLXhKYXd4VVZfeU9lemsxcWJUN1o1S0tiZldYX3N0TERKemRmdkZiQUlUWUpHUjQ4N1Q0c21fV2dFYThrTU1OaU9mNk1mLWwtY3IxUnN1N3Q0ODg1SWJtU1FCRWtEb3JQUVV1OEZaOTlRRlJQQjdoZkRzTzRlRDZ5dDM2OGlMbUFHWkVqOUZJd1RQZlduVmVsVnJuMlZKbUdmdlhmQzNWRHlGNXNHWVNj?oc=5,"Trilegal Advises iMerit, Its shareholders On USD 310 million Acquisition By EXL",closed
2026-07-07,ADNOC Distribution,Shell Downstream South Africa,$1 billion,Energy,refining,4,ZAWYA,https://news.google.com/rss/articles/CBMiuwFBVV95cUxPLURCbW5WUnd3dDVna2tXRXhJTy1DQ2UwTFVhUjZJX2NaaW55OS15RDI5amctd2sxREc4TEgwRVQzS3o4Rkpsc3NibVJZYTJ1NW9ySGNqM2xfbnk1cC1vc0k5a2VWMFgyd1dIcS1mRW1jQ21FMWxrUVYzVHNFalNXNEY1QWZYQzVGUFBGWmlOQmZGSWV3aVBvZzlrcS02dUtrS1hjZUxoTUZaVHlZZHExLThTNEFydTlOOU1B?oc=5,ADNOC Distribution to acquire Shell Downstream South Africa in $1bln deal,closed
2026-07-07,RBI (Raiffeisen Bank International),Addiko,,Financials,banks,3,SeeNews,https://news.google.com/rss/articles/CBMioAFBVV95cUxQRzJiS3hHcjc3QzU5T1lwcVlqdmRNMmhwWHhEVE9mUkVJU0g1MXc1eGxkdkhaSjhac0ZrRGRoNHBhMlNEaFdkQ1psZWJFc2puREtyMWRCYVB4dWRIZVY3N2I5LUlPRXBONHFEVnUzb29kakc3ZjhTbUdOakdwM21Pa0hhT3Foa1l4aEVUWWtlelhiUFV6am1zU3BNYmhYaDRh?oc=5,RBI plans to lower acceptance threshold in takeover bid for Addiko,pending
2026-07-07,Sky,ITV broadcast and streaming business,£1.6 billion,Communications,media,4,Tekedia,https://news.google.com/rss/articles/CBMi1wFBVV95cUxQZzV2akRrUTROZFpYdFcxYV9PRHpFUFhZajAzMEFiX1dqeVlxd21TRElwYURCLXFHdE9xQk1LSjVRZUdFbkdiTzJVb0lLV2UxVml5RjRqM18yMFVja0lXTEpMd0FBZTBNeGowRnVRam9acUJtRVNEY3ptbEkyQldnLXVKVFRjR1NwYlZiVUd5aXVvV1NOWHVhWDR3eDl5QzRzMm91M3lmTU12bTdlY01vNkc5QTZTUFZBdkNoNG9JSlhnQnpoYm1xaGhSOFQzSzJ6UjlzdGpuMA?oc=5,Sky to acquire ITV’s broadcast and streaming business in £1.6bn deal to challenge Netflix and global streaming giants,closed
2026-07-07,Lockheed Martin,Ultra Maritime,$3.45 billion,Industrials,aerospace & defense,4,qz.com,https://news.google.com/rss/articles/CBMigwFBVV95cUxPbEZVYjl6cEdFUVd1cUdReDh1SnUzdXZtMC1tUDBVd3hCM3JHSl9iOXlUY3RSWkd5ZVc5OGNJZTVZZTFGRkI2VlEwSXlnMlE1cUdYU0xOZk0zRHE4c0VJblhEYkxPcUo0VUhIZGM4R3R3N01pRXR6bU95cTZvOGoyYVJOVQ?oc=5,Lockheed Martin is buying anti-submarine warfare firm Ultra Maritime for $3.45 billion,closed
2026-07-07,,,,,,3,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1898496/000121390026075721/ea029721801-8k_getty.htm,"[8-K] Getty Images Holdings, Inc.  (GETY)  (CIK 0001898496)",pending
2026-07-07,,,,,,2,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1266806/000175392626001144/vani-20260701.htm,"[8-K] Vivani Medical, Inc.  (VANI)  (CIK 0001266806)",pending
2026-07-07,,,,,,2,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1217234/000121723426000038/cdna-20260630.htm,"[8-K] CareDx, Inc.  (CDNA)  (CIK 0001217234)",pending
2026-07-07,,,,,,2,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1868726/000119312526296993/d128672d8k.htm,"[8-K] OLAPLEX HOLDINGS, INC.  (OLPX)  (CIK 0001868726)",pending
2026-07-07,,,,,,2,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/875320/000119312526296710/d113650d8k.htm,[8-K] VERTEX PHARMACEUTICALS INC / MA  (VRTX)  (CIK 0000875320),pending
2026-07-07,,,,,,2,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1823406/000094337426000254/afbi-20260707.htm,"[8-K] Affinity Bancshares, Inc.  (AFBI)  (CIK 0001823406)",pending
2026-07-07,,,,,,2,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1563568/000143774926022877/adom20260706c_8k.htm,"[8-K] Envirotech Vehicles, Inc.  (EVTV)  (CIK 0001563568)",pending
2026-07-07,,,,,,2,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1169445/000119312526297489/d144014d8k.htm,"[8-K] TruBridge, Inc.  (TBRG)  (CIK 0001169445)",pending
2026-07-07,,,,,,2,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1562476/000119312526296849/d168036d8k.htm,[8-K] Taylor Morrison Home Corp  (TMHC)  (CIK 0001562476),pending
2026-07-07,,,,,,2,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/2064953/000121390026075618/ea0297143-8k425_solstice.htm,[8-K] Solstice Advanced Materials Inc.  (SOLS)  (CIK 0002064953),pending
2026-07-07,,,,,,2,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1734750/000121390026076046/ea0297207-8k_corvex.htm,"[8-K] Corvex, Inc.  (MOVE)  (CIK 0001734750)",pending
2026-07-07,,,,,,2,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1418819/000110465926081335/tm2619278d14_8k.htm,[8-K] Iridium Communications Inc.  (IRDM)  (CIK 0001418819),pending
2026-07-07,,,,,,2,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/764630/000149315226032365/form8-k.htm,"[8-K] AETERNUM HEALTH, INC.  (AETN)  (CIK 0000764630)",pending
2026-07-07,,,,,,2,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1607962/000117891326003429/exhibit_10-1.htm,[8-K] Lifeward Ltd.  (LFWD)  (CIK 0001607962),pending
2026-07-07,,,,,,2,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1799191/000107997326000934/ex10x1.htm,"[8-K] Oncology Institute, Inc.  (TOI, DFPH, TOIIW)  (CIK 0001799191)",pending
2026-07-07,,,,,,2,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/2065779/000182912626007326/dboralarcacq_defm14a.htm,"[DEFM14A] D. Boral ARC Acquisition I Corp.  (BCAR, BCARU, BCARW)  (CIK 0002065779)",pending
2026-07-10,Thermo Fisher,DiaSorin,,Healthcare,diagnostics,3,GuruFocus,https://news.google.com/rss/articles/CBMimAFBVV95cUxQZmdQdXZpcGlKSi1MdU5jODZaWks1dkY4bW1Uc2o5ZEZqTUhaTmJIWlZOcjYycUVVMGFva3Bxcl9BdnVjSzVOQTlaN2VrSEpVdXpPY0hkSk44ZmpkZl9EMkt3SWJPQ1ppQ2FlYkJueDZuM2RJbVBTc0Zzd09IR2ZQYkdZWEZNWndMTkZWSXhnamYzS1pvcU53eA?oc=5,DiaSorin (DSRLF) Rejects Takeover Bid from Thermo Fisher,pending
2026-07-10,Enerpac Tool Group,SFE Group,$472 million,Industrials,machinery,3,Pulse 2.0,https://news.google.com/rss/articles/CBMihgFBVV95cUxOUGprZTY1YmhlODBaNWRiU1EtWFcwWmpXRFg5d2M4cnRZSTYyYVpKQmMtY1dtbU1LQkpLVGtjSVY5Z3JhWmp4S2FzVE1yTW5lcXRQUVNsZ05EZXdKaTFGLVVtYk4xY1dTeU5WUUQ2eUZRVnQ5YXFOM2FObVRRLUNVWGZmcG5QUdIBiwFBVV95cUxOX2ZScWZ3TnV5LTFSNXBDQlJfNGRCQTZvUEdtOTNCdFJHbjVZUTZoTEN2TjA3UV94SXRTUmF5ajNYc0Y2Rm41NHUyYjVoTWpHY3ZiZ1VsekFzNFFBWmo4Vm1HcEhRVjJ1YllrMG5QQTYtcmg5NWRJaDEzUHJBYklFSVlrXzBFWnhKYTU0?oc=5,Enerpac Tool Group To Acquire SFE Group In $472 Million Deal,closed
2026-07-10,SoftBank,Seven & i,,Consumer Staples,food retail,4,Bloomberg.com,https://news.google.com/rss/articles/CBMiqwFBVV95cUxNZUJOanFjOF82NW1pWFRkTnZraV9neDhudFdyTC1saVQ1SFhGWGlaaDJVaEpteGpXQlhZSkk3RWllQ1ZKbjhNbXFUOVpuTkROaHYyTi1ILVpGbHl5d3MweG5qMGlzY2FGUnZnemFZbDBIZUt5UVpPT3diVWYtOEhlMzlyeW1uajdfTEgydkd2V2RQbDMwNEl2c3dRcm1pbGFod0NGcDRHNXVKb2s?oc=5,SoftBank Said to Consider Buying Stake in Retailer Seven & i,pending
2026-07-10,United Community Banks,Peach State Bancshares,,Financials,banks,2,The Manila Times,https://news.google.com/rss/articles/CBMi6wJBVV95cUxQUEhZeDFOLXVha1VwUElHaTI5NGRSRE1GRVFvT0VWb2V4T3JNQi1BOVVXZFh0S2F0aWRoMVpkUmI1ODBoM1ZEVWxoaERUYlpBMmJJSklpdzhSb1VnNFlQUWV5eEpCTXQzY1hqbEFlT1dwbGhqdGl1WTk2b3hGOVZRMHA0WC00NFQ1TUZXT3FaQ1lnODFCMkp0X185ci1TUEZNemFyQmJMVHZocS10OTZ5ZDdYQ0xld1FCRjZLNG9jU1dlNWlvdzBLMDN6aWJsRGtaZHFGUlNxellOZjZ1WGFyWHJmRVIzNEhCYXVlWl9MdWtUVXFrNkV3UU1yZGs5V1hhZnBRajNIeHVTekRaYUVGSXY0aE1EbnVTUkRXQmphNi1YUjR3WWl2NkpLZWgxb0VTNk9GU1JoQWVBM0dnd0doUFNmLWdhVUQ4OEhFVHV5M1RUMnVQQnZHRjhQSnFjZHYtcE1SUmM5VjYwZUXSAfACQVVfeXFMT19KV21EQ3V2d1VGczBwSnNvT2Y4YXp5dVBZcllsazZnYThDanNDMlcySFdzYVRrNVhsUDZvNVhPZEFIb19QMF8yVGNLUzVBblhVeXhBUlVsLVdpTjB3bFk1Q2d6WjZSMHMyRFpfRXpiZ3g4WG1LU3dHNzJ5bk9odDRKN0JDR0d6R1I3MnhZQmZZVk1xZzllTDZUTENxTW93SE40cFVQeFZqYU5KLVVlbllTQTVCTmlwSHNwY21NNFNEa0REOEFEUVlPcXZGQjBBbUtwMkVEQkY5bEpLM1RYOGczaHdKYkFLUVFSeHo4SWN4VVd2dmpfR3hnd2E5Sl9Ma3owZEdwSE11OWRXUUd3S3hGZERXY2ZzcmRwT2Z0aWM4dEZHbkxxb3JldWk3ZlFna1UxNUlfZHdTM09nYVF4QTdoNkxUVERJcWJkNDhPdlcxckNReTcwUFdSWGtlcUZlZ0dHMlNCV0JNMU5IN0M2Mmc?oc=5,"United Community Banks, Inc. and Peach State Bancshares, Inc. Announce Election Deadline for Peach State Shareholders to Elect Form of Merger Consideration and Expected Closing Date",pending
2026-07-10,Yarrow Bioscience,VYNE Therapeutics,,Healthcare,pharmaceuticals,2,The Manila Times,https://news.google.com/rss/articles/CBMikgJBVV95cUxQUE1QY1dtOXZQbnNROENMRDhNeWN0VEQ1cW1ScWJQbVYza1RrdVIzZmZFMHhJRmxKNVNqcmh4eFVMaGZVcXViZjJLUElTNkFMdGlXZ29CSHFJM2dvNHd6b0JvNEhJbTFmVDBsVnRiaG1MbmNIWWE1YzNJakNPUWFEQUJBZXBaVng4Rl9jYnhpTHVxbnp2NzBKVTVMM0NBN1pkek1CSGNfV1k3ZWl5cW5uRWR0dFg5d0xLNWdLSmVkQzgtREVPTXBPYTU5c1dlRDVRX2d0YmVmNVpULWJPSl90VjdCdTZicDgyeEtRLWRZSGlVdDZWUzA0cW5qY3dIYkZIQndveVgyblkyeTBDNjZBVjNn0gGXAkFVX3lxTE1BUGExQnRuVWR3ZjBSYVViSEt3VVpFdjlnRGJnYUpmdXlxVExJckNMQXNBbjVkS2ZqR3cyVnBTdDNHQTRfbnJpWjNuQkdzX0I1ckl2ZlZWUktNZGloVlNRQ1hUQk1Yd2ViS3VLQi01SENkaWppOGR4b3BwN0ZnbTYzd2NvTmlSV3BaWGJTUUFjTGhCa2RwM0psSE5vcUR2MVQ2RmhrTzRhTGVteVgtTUtDZ2NQOE5aZVBSQ29WYXhrU2VnZU1lQXc2UUJ4LXBESVY3QWRXU0cwcTNreWZoMWU3N3ljaXFpc0dydjFkcUNWLS1uMkdqVndwYllEbHdwWVNTemdOSXdLLUM2Vk9GSFlzRkc0S1J4MA?oc=5,VYNE Therapeutics Declares Special Cash Dividend in Connection with the Proposed Merger with Yarrow Bioscience,pending
2026-07-10,Rongzun,,,Materials,metals & mining,1,The Globe and Mail,https://news.google.com/rss/articles/CBMi3gFBVV95cUxPZlBCQXAwa05VdDdwY0o4RUkyUlllblZWWFNETUdZMUZLaE5ZZUhyZmotTmxBamhjdTlzVGU2VjFtUlF1cmVDWERFVnh3a3Y5YU5fS0J3aDU4S0R0NnVKOVgteE16anNMU3RDZ0puT3lFSXcwbHAzR2FGUXZoLWxtOXlhZzVaT3prak1hdHhLa0lpRXBUVGJRRzFzRGRqX2xtMGNCc0habm01YzFPY2pZQ0xRdHZPWUFMYS1vNi03NV9ZWjc0Y292RHdGY18xQnNUYV9neW44dmZvSW4xZlE?oc=5,Rongzun Takeover Bid Lapses After Minimal Shareholder Acceptance,pending
2026-07-10,,Perfect Corp.,$2.00 per share,Technology,software,2,Business Wire,https://news.google.com/rss/articles/CBMi0wFBVV95cUxOb1gtVUZ4ZHZCdEQ2a29DSDUzaWJBUVdiTFNVTTRKN1pFVlZwa2JaUDd5Y1lWVkJ6SWtaaVAtUW1LM1lJSlpiYzRBNnJEeU5RZEF4MnF2bjdwS2dIMmUyNEVnOW9xWjB3Vi1RMk54SFZqWjY0cmw0MVo3TkR5RGhFbE1MSUVuOXRHTUtUMF9UdUp2VFZLeC0yS05JRXRNZ2FEeXlLdVd0RmxrUzRqbElWQWhBUkNGRkF1OXUtb1YzWGphZXB5VEZsbnRKQm84MnlhekJF?oc=5,Perfect Corp. Enters into a Definitive Agreement for a Going-Private Transaction,closed
2026-07-10,IKS Health,TruBridge,$26.25 per share,Healthcare,healthcare providers,3,Pulse 2.0,https://news.google.com/rss/articles/CBMic0FVX3lxTE1aWTZrNnhhOFlfV3VBNnBZMzN1d0o2OG5hYVNtT3h2bWtCa3loV3JKV2t6dlI5SGRMcFd4WTczS0xDSWFBaGFUTEhpU2t5cllsTllCNXlKb3RhSERmdDZZLV9vT3dhb2dtSHJVTElkNnMtZzDSAXhBVV95cUxPdVN6Sm5FSXlQUmVZdkY1alNMZlhCTmdMaUhSbUdyNUNEdVR4SERlWnF3UE9RcENHcTJydENfdFJsZ280ZUxPX09HdzFmMFFFY0l2NWlFWGVFWWJVU1BMRTlHdm1fNENyc196SEZhaHlRVG40Zk10VTI?oc=5,IKS Health Completes Acquisition Of TruBridge,closed
2026-07-10,,,,,,3,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/857855/000110465926082469/tm2620173d1_8k.htm,[8-K] UNITED COMMUNITY BANKS INC  (UCB)  (CIK 0000857855),pending
2026-07-10,,,,,,2,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1566044/000110465926082433/tm2620182d1_ex99-1.htm,[8-K] VYNE Therapeutics Inc.  (VYNE)  (CIK 0001566044),pending
2026-07-09,MSA Safety,Autronica Fire and Security,$555M,Industrials,aerospace & defense,3,PR Newswire,https://news.google.com/rss/articles/CBMijwJBVV95cUxOMnBISTAyNk13X3Y4ZTFvZnJxQ2h6cVdUdEZHaVl1b25WX082eWt0YzV3UWtTMUpxbjNnVUZ3UFREbFJpTktJMWUzUXd6Q3JLa05tUmNlSVBBTGFrZFhoNHpNVHBtVUM0LTVTN1h0eFBSV2pyRGtxNDlmNmFBWm9ZbGZuQzQxRWlhNHBnNWRmN1l5aW5INTdpd296SmRXQ0F2R3BIMThYRERucXF6THc1czJZVll4LVJRSXYtdFc4VjFSbDViUVFVVk9NbVZtNHZTWEJSNkh2VUo3b3c0QWR5X21ua2VqVEFNZjFySlF6SGs2bDZOQ3puMUdDZjRiaDhYTDVLNXFtdXNxaVllTTl3?oc=5,"MSA Safety Completes Acquisition of Autronica Fire and Security, a Leading Provider of Fire and Gas Detection and Alarm Systems",closed
2026-07-09,Altaris (affiliate),Simulations Plus,$18.50/share,Healthcare,life sciences tools,3,Stock Titan,https://news.google.com/rss/articles/CBMiwgFBVV95cUxOakxlaTd2SlhKQ243NlJtX002bW9zU0Y2eFlob0tzaEtSeDRwUGljUzFWbFFGUWgzZV9IQ242UjZ1TW1OZjR1NUJfR1NJcWcwV1ZOOVl0UGZ2UXFPdHFtTVhyMUhQUDRIQ0RQVVRNbDdicG5JVzZIOS0wOEFobmVwTTVyZmpvSkV2ZTlaQm8xQzlENFNvRHI0aF9aZmJZRFRjVmhGUjFBZlYzUnkyN1M0N1YyRlZHelF2NkxNMFBKSEwzQQ?oc=5,Simulations Plus (SLP) to be acquired by Altaris affiliate for $18.50 per share,closed
2026-07-09,PMGC Holdings,AGA Precision Systems (merger into A&B Aerospace),,Industrials,aerospace & defense,2,Stock Titan,https://news.google.com/rss/articles/CBMiqgFBVV95cUxPckpLWDRzdllfZHF1NWttWmI4VkI4N19NRWJKZGF5QUZlR29CVW01ODRCRFM5WXlnMVhpRlJSLV83YUZkS1hwRndZSVd5NXBIUm8yV09MdkVzWG50cUNjMHZ2MVpuUHNuNHBNRWpvTy0tbjhRNEhWNzBqSzlOQ19PQzRQcXJLcW9Od0FrQVBrUHotWGZHV0JlUGpBRzVieDcteTlobHN3MnZldw?oc=5,PMGC Holdings (ELAB) moves to merge AGA Precision Systems into A&B Aerospace,pending
2026-07-09,Roadzen,European Car Rental Insurance MGA,$15M,Financials,insurance,2,Pulse 2.0,https://news.google.com/rss/articles/CBMilgFBVV95cUxQNWtjek1jQlcwZ1p1UUZkN2RFY0tiWjlGSmJfSTFPZWY2Q2ZqNmcxdjZVOWhaVVJHdlBvZ3JYN1NUb2g4ZUNrRG15aTllRjRpMGRSUGY2NWVTTmNqVDlBajN3b2NLb3Jkb3RJaHVkaWxTWEQ2U2JMLUtrNDJCSTlaa3pmU2o2VUFRblRkeGxjV1o1U1NBTVHSAZsBQVVfeXFMTVNSNEpCaU8yazVJeHJ3RHBJb1BwR3FSTFM5T1BQdGtwbV9SUjYxOU51Q3QyY25vOGRmZ21DQ1lwTmVqN1JsclZSeDBhbmROZ3BFXy1VVjVuXzBzM095ZG56Q1BoSVBMY1d5X1hicFJYeEZzazBiU0R3ZXl5Q0pXMnptWVZZZHdDLWhuZHl2YXNlU3hRN3UwSnRreGs?oc=5,Roadzen To Acquire European Car Rental Insurance MGA In $15 Million Deal,closed
2026-07-09,,,,,,4,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1590714/000110465926082111/tm2619788d8_8ka.htm,[8-K/A] Element Solutions Inc  (ESI)  (CIK 0001590714),pending
2026-07-09,,,,,,4,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/2064953/000121390026076547/ea0297404-8ka1425_sols.htm,[8-K/A] Solstice Advanced Materials Inc.  (SOLS)  (CIK 0002064953),pending
2026-07-09,,,,,,3,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1009891/000121390026076769/ea0297462-8k_airindus.htm,[8-K] AIR INDUSTRIES GROUP  (AIRI)  (CIK 0001009891),pending
2026-07-09,,,,,,3,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1130713/000114036126028107/ef20077593_8k.htm,"[8-K] BED BATH & BEYOND, INC.  (BBBY, BBBY-WT)  (CIK 0001130713)",pending
2026-07-09,,,,,,3,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1549346/000114036126028035/ef20077612_8k.htm,"[8-K] Shutterstock, Inc.  (SSTK)  (CIK 0001549346)",pending
2026-07-09,,,,,,3,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1855457/000114036126028120/ef20077619_8k.htm,"[8-K] KORE Group Holdings, Inc.  (KORE, KORGW)  (CIK 0001855457)",pending
2026-07-09,,,,,,3,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/58492/000005849226000364/legdefm14a.htm,[DEFM14A] LEGGETT & PLATT INC  (LEG)  (CIK 0000058492),pending
2026-07-09,,,,,,3,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1102993/000121390026076759/ea0297465-01.htm,[DEFM14A] LIVEPERSON INC  (LPSN)  (CIK 0001102993),pending
2026-07-09,,,,,,3,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1581091/000110465926082291/tm2620002-1_defm14a.htm,"[DEFM14A] RE/MAX Holdings, Inc.  (RMAX)  (CIK 0001581091)",pending
2026-07-09,,,,,,2,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1169445/000119312526299668/d153395d8k.htm,"[8-K] TruBridge, Inc.  (TBRG)  (CIK 0001169445)",pending
2026-07-09,,,,,,2,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/6955/000114036126027991/ef20077568_8k.htm,[8-K] ENERPAC TOOL GROUP CORP  (EPAC)  (CIK 0000006955),pending
2026-07-09,,,,,,2,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1175535/000119312526299696/d323508d8k.htm,[8-K] Whitestone REIT  (WSR)  (CIK 0001175535),pending
2026-07-10,,Criteo,,Technology,software,3,ADWEEK,https://news.google.com/rss/articles/CBMizwFBVV95cUxOTS1Mc2FSeEh1TXBfek9kVER1X2U5ajc4MDIxZGpvM0ZiYnY0Ymx6LXQ0OVg2QmhBM2pWcTBkSkdkM0kxMi13ZTNiWTRfNVR5TnhaWHZnSjVUd1htVUY2MW96N2sxVF81Ujd3X2dPN2psYTk0QTBHWlVSbHkxWHNpeW16NEZNQmhVcHk5UE9QeDRBdWZwOVM1akNUSjZKWjJxaTY0VzlLRkRHM21GcGxNYV9RdW1jMHVEQUdrTHZYeVdaaXM0YnU1dzdUNkZ4VWs?oc=5,5 Things That Hit This Week: Criteo Faces a Takeover Bid While Pacvue and The Trade Desk Win New Deals,pending
2026-07-09,SalMar,Måsøval (70% stake),$350 million,Consumer Staples,food & beverage,3,Seafoodnews,https://news.google.com/rss/articles/CBMiqAFBVV95cUxOa2xoenBLT280MmF6MTlFdmx1NXNTWTU4T25XdXRJaVJfU3c3cXUyZWpwalZka1J5ZUlqXzNsYzVodkhwMlRzc0FVaExFRFUzcGhHRjlPNWpreUpjVTlFTGwzZTRHQjlQV200X2RsdlNZNEEza3FCd2ViT09vazVkMlRKZVRCTTF5V3lPbFQ5SW53UF9MZGNINFJVZWJkZHRCNkc1SWh1alQ?oc=5,SalMar to Acquire 70% Stake in Måsøval in $350 Million Deal,closed
2026-07-09,CalPERS-backed ownership group,Russell Investments,,Financials,asset & wealth management,3,Business Wire,https://news.google.com/rss/articles/CBMiqwFBVV95cUxOanVIbGI2ZzVXQnZwaXJBVkQ4WGpiUm9UVXEySlVnM1lzUUNZUFhxWHdsT281aE5pUDJlZ1N3VmpQY2MxMEdZUkthSE5MRU5IZDZCQlktRy00T2xmM0N4azhWY3BnbDJnT2dMMFRjQUN5SVd0VW1yN251QTZOVDVmLXBscUJkZU95Szc2VWY5b1VScnJMSW54VGZDXzkxRnNlLV9tRnA2MGd6M2M?oc=5,Russell Investments Announces New Long-Term Owners,pending
2026-07-09,Tocvan Ventures,Gran Pilar (remaining stake),CAD 3.6 million,Materials,metals & mining,1,Stock Titan,https://news.google.com/rss/articles/CBMiuwFBVV95cUxPLXI0eGxvaVcteEszeHl5YlM2SldwWlNrTnRPQjlXc2F5SmFnNFhNYjFpQ2V3M3lQTzNIX09XMDBGRUI2R3hiQl9wa2x0RmhHcjZKWUV1SE5lYTlhLXRmeUZRTmN0MElNbVdpQjJlWk00aDk1ZF9XNDdqbUFVZFh4V0UzQmp1SkxHSnZSNzNTdGV5eHIwQ2FPWDdUVzNFSWhrV1BxS3VtRm1TdDlHOVJneF9oN2tNWUJWUjVn?oc=5,Tocvan takes full control of Gran Pilar after CAD 3.6M deal,closed
2026-07-09,Prologis,Segro,£12.6 billion,Real Estate,REITs,5,Law360,https://news.google.com/rss/articles/CBMimAFBVV95cUxPdjlKVFVoSFA2TGcycDJYRXp0Mm40WW94OXRwVFJwN05MRFV4Sml6MURDQXhjQk9QUS1hSGVHaGxUOTF3VF9zTjdQLWd1Tk1vbnlyemJOV3hST0gtWmFHdXdiNHRIYTZSdHcwNGVNOGZ6bUQ1WkNybVp5Zm44ZFZ4NnlNWS1TMktxU1VWaFlNSzBXdnNkX01TUNIBVkFVX3lxTE9PSjVSMjFoajJ1ZHJHMVVhTTU1U3hmenlTRHhqWjZudm1GaC12cU9IQm8wUXRNWjlERXZ2LXIwSHpXMU9MYTduSGxwWUN0T0FNOGxodmNR?oc=5,Prologis Pushes Segro For Talks On £12.6B Takeover Bid,pending
2026-07-09,Shutterstock,Getty Images,,Communications,media,4,TradingView,https://news.google.com/rss/articles/CBMi8gFBVV95cUxOQ1BOOERZS0xvVGdmNmx1SE1OVjdCTHluU0VGQUhsak9WUEtReG9Oa2VneVMzQ1VCcW9iVHFGNW5RdGZ0M1JiSkplMWo4eGk0bWt4RWt5ajNuTk5rV0NQOFMyNUsydDNqWkxUa081cTJod3J6bzRlblNPZFlmZ0lVNlZpVTdtRTRYSVFBVFM4T1M2U084X3k5ZXczSlBPUkNuMVZfcHBLdUV2bnNhRnRGM21IdzhkQXN2WUxsaXdRNWNiaUZYZ1ZTNTVpczUxdVlxaDdEcFpXZXhjU0tIRjJRLXJpNUh2dlFxUmxLNFN1aC1Ndw?oc=5,"Shutterstock–Getty Images Merger Agreement Terminated After CMA Condition; Deal Expires July 7, 2026",pending
2026-07-09,ZEAL Network,UK prize draw business,£38.6m,Consumer Discretionary,gaming & hospitality,2,egr.global,https://news.google.com/rss/articles/CBMimwFBVV95cUxPZkJISnZHQWsxZ2tmYWNvVUpjRzdqbHlRSFNRdi1EUm5sN1VwVHEzLXZTdy1hUjNscE5JbmlCWGktMExuUGZ1NGVTZzFUQ0d6SDRVYWRDV2lleV9WaF9XUXhGdnhtSVVmNFNtQ1BlRmxPTk0xd0NFQ0xpZmFUQTZzVUxRczVKd1Q5SEE2dC1kSzc1b1pEUi1SVFg5RQ?oc=5,ZEAL Network to acquire UK prize draw business in £38.6m deal,closed
